BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460641.900616,0.99748,0.00248,1.0292,0.35,0.69,15.06,11492
2460641.900853,0.99184,0.00248,1.0289,0.02,0.74,14.90,11996
2460641.901090,0.99935,0.00249,1.0287,0.52,-0.03,14.98,11239
2460641.901326,0.99657,0.00248,1.0284,-1.47,0.49,14.29,13308
2460641.901562,0.99694,0.00247,1.0281,0.14,0.87,14.66,11823
2460641.901799,1.00061,0.00248,1.0279,0.21,0.33,14.22,14527
2460641.902036,0.99810,0.00248,1.0276,-1.37,1.48,14.20,13588
2460641.902272,0.99493,0.00246,1.0274,-1.43,0.97,14.58,13127
2460641.902509,0.99852,0.00247,1.0271,-1.02,0.95,14.85,12822
2460641.902746,0.99853,0.00247,1.0269,-1.08,0.66,14.48,12611
2460641.902982,0.99757,0.00246,1.0267,-0.25,-0.34,14.43,13397
2460641.903219,0.99712,0.00246,1.0264,1.25,-0.32,14.51,12908
2460641.903455,0.99604,0.00247,1.0262,0.74,0.75,14.40,12461
2460641.903692,1.00004,0.00248,1.0259,0.04,-0.31,14.59,13412
2460641.903928,1.00127,0.00247,1.0257,-0.81,0.66,14.66,13892
2460641.904164,0.99718,0.00247,1.0255,-0.09,0.00,14.88,11657
2460641.904401,0.99845,0.00247,1.0252,0.35,0.07,14.25,13759
2460641.904638,0.99573,0.00247,1.0250,0.12,1.02,14.78,13171
2460641.904874,0.99146,0.00246,1.0248,-1.67,2.10,14.61,13236
2460641.905110,0.99528,0.00247,1.0245,-1.25,2.41,14.48,12512
2460641.905347,0.99287,0.00246,1.0243,-1.98,1.53,14.17,14893
2460641.905583,0.99919,0.00248,1.0241,-1.51,0.53,13.69,13543
2460641.905820,0.99595,0.00247,1.0239,-0.26,0.47,14.20,13997
2460641.906056,0.99828,0.00248,1.0236,0.01,-0.40,14.67,11274
2460641.906293,0.99636,0.00248,1.0234,-0.03,-0.37,14.51,12072
2460641.906530,0.99723,0.00246,1.0232,1.72,-0.67,14.30,13741
2460641.906766,0.99571,0.00247,1.0230,-0.08,0.38,14.52,13062
2460641.907002,0.99992,0.00247,1.0228,-0.59,0.35,14.49,12369
2460641.907239,0.99638,0.00247,1.0226,0.30,-0.04,14.44,12394
2460641.907475,0.99774,0.00247,1.0224,0.01,0.83,14.34,14608
2460641.907712,0.99890,0.00246,1.0222,0.46,-0.07,14.47,12303
2460641.907948,0.99547,0.00247,1.0220,-1.02,1.10,14.58,13163
2460641.908184,0.99646,0.00246,1.0218,-0.20,0.68,14.00,14527
2460641.908427,1.00203,0.00248,1.0216,-0.90,1.73,14.94,10936
2460641.908664,0.99248,0.00247,1.0214,-0.90,1.33,15.11,12090
2460641.908900,0.99663,0.00248,1.0212,-1.62,0.58,15.11,10635
2460641.909137,0.99665,0.00247,1.0210,-0.95,0.01,15.02,11073
2460641.909373,0.99776,0.00247,1.0208,0.19,-0.34,15.13,11305
2460641.909609,0.99882,0.00246,1.0206,-0.15,-0.24,14.50,13283
2460641.909845,0.99861,0.00248,1.0204,1.00,-0.33,14.60,11999
2460641.910082,0.99836,0.00247,1.0202,-0.44,-0.01,13.80,14119
2460641.910318,0.99542,0.00247,1.0200,0.79,0.49,14.52,12816
2460641.910555,0.99653,0.00247,1.0199,-0.65,0.09,14.35,12716
2460641.910791,1.00053,0.00247,1.0197,-0.37,-0.01,14.54,12465
2460641.911027,0.99484,0.00246,1.0195,0.01,-0.28,14.41,13929
2460641.911264,0.99856,0.00247,1.0193,0.80,0.17,14.34,13296
2460641.911500,0.99589,0.00246,1.0192,-0.53,1.10,14.28,14806
2460641.911737,0.99724,0.00246,1.0190,-0.46,0.91,14.59,12637
2460641.912010,0.99919,0.00246,1.0188,-1.47,2.31,14.63,12693
2460641.912246,0.99822,0.00247,1.0186,-1.15,0.37,14.75,12301
2460641.912482,0.99971,0.00246,1.0185,-0.82,0.06,14.86,12408
2460641.912719,0.99794,0.00248,1.0183,0.21,-0.12,14.53,11451
2460641.913427,0.99882,0.00248,1.0178,0.92,-0.84,14.71,11899
2460641.913664,0.99781,0.00248,1.0176,0.86,-0.27,14.95,11032
2460641.913900,0.99565,0.00247,1.0175,0.38,-0.56,15.53,10501
2460641.914136,1.00080,0.00248,1.0173,-0.23,0.23,15.64,10426
2460641.914373,1.00035,0.00248,1.0172,-0.44,-0.19,15.05,11234
2460641.914616,1.00039,0.00248,1.0170,0.23,-0.55,15.39,10582
2460641.914852,0.99674,0.00248,1.0169,0.40,0.33,15.35,10754
2460641.915089,0.99882,0.00247,1.0168,0.30,0.75,14.80,11795
2460641.915325,0.99813,0.00247,1.0166,-0.56,0.31,15.47,10968
2460641.915561,0.99619,0.00248,1.0165,-0.03,0.71,15.07,12007
2460641.915797,0.99862,0.00247,1.0163,-0.52,0.97,15.41,11379
2460641.916033,1.00220,0.00248,1.0162,-0.94,1.15,15.27,10509
2460641.916269,0.99854,0.00247,1.0161,-0.68,-0.06,14.87,11173
2460641.916506,1.00141,0.00248,1.0159,-0.51,-0.48,15.46,10906
2460641.916742,0.99823,0.00248,1.0158,0.38,-0.53,15.36,11650
2460641.916978,0.99870,0.00248,1.0157,0.26,-1.11,15.58,11483
2460641.917215,0.99934,0.00248,1.0155,0.51,-0.83,15.37,11105
2460641.917451,0.99718,0.00248,1.0154,1.64,-1.50,15.13,10563
2460641.917687,0.99718,0.00247,1.0153,-0.48,-0.37,15.17,11339
2460641.917923,0.99880,0.00247,1.0152,0.28,0.10,15.08,10990
2460641.918160,0.99984,0.00248,1.0150,0.20,-0.65,15.42,10576
2460641.918397,1.00487,0.00247,1.0149,-0.07,0.02,14.90,13161
2460641.918633,0.99822,0.00247,1.0148,-0.93,-0.02,14.92,12050
2460641.918870,1.00009,0.00247,1.0147,0.94,-0.98,15.76,11119
2460641.919106,0.99901,0.00246,1.0146,-0.02,-0.04,14.69,13195
2460641.919343,0.99931,0.00246,1.0145,-0.59,0.14,15.18,11748
2460641.919580,0.99981,0.00248,1.0144,0.18,-0.69,14.93,13218
2460641.919816,0.99367,0.00246,1.0143,-0.48,-0.23,15.00,12223
2460641.920052,1.00170,0.00247,1.0141,-0.35,0.95,15.20,11951
2460641.920288,1.00064,0.00246,1.0140,0.02,0.15,14.81,12927
2460641.920525,1.00022,0.00246,1.0139,-0.92,-0.30,14.86,12840
2460641.920761,1.00040,0.00246,1.0138,-0.54,0.40,14.63,14136
2460641.920998,0.99775,0.00246,1.0137,-0.96,0.39,14.90,12251
2460641.921234,0.99681,0.00246,1.0136,-0.54,-0.33,14.47,13284
2460641.921470,0.99618,0.00246,1.0135,0.04,-1.14,14.41,14174
2460641.921707,0.99808,0.00246,1.0135,0.36,-0.72,15.09,12648
2460641.921943,0.99613,0.00246,1.0134,-0.16,-0.66,14.95,12248
2460641.922201,1.00146,0.00246,1.0133,-0.21,-1.94,14.47,14743
2460641.922437,0.99891,0.00246,1.0132,0.71,-1.53,14.67,12473
2460641.922673,0.99935,0.00246,1.0131,0.55,-0.53,15.03,12732
2460641.922909,1.00047,0.00245,1.0130,0.19,-0.36,14.65,14075
2460641.923146,0.99632,0.00246,1.0129,-0.17,-0.25,14.37,14295
2460641.923382,1.00074,0.00246,1.0129,0.39,-0.94,14.07,15235
2460641.923618,0.99738,0.00246,1.0128,-0.12,-0.20,14.50,13080
2460641.923854,0.99556,0.00247,1.0127,0.02,-0.63,14.96,12096
