BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460642.034856,1.00115,0.00113,1.2077,-0.57,-0.27,13.68,34127
2460642.035355,1.00295,0.00112,1.2100,-0.07,0.76,13.42,37220
2460642.035865,1.00102,0.00112,1.2122,2.46,0.32,13.85,35670
2460642.036363,1.00169,0.00112,1.2145,1.38,0.39,13.72,34295
2460642.036862,1.00075,0.00113,1.2168,0.08,-0.36,13.57,36968
2460642.037407,1.00224,0.00113,1.2193,-0.76,-0.03,13.04,37474
2460642.037905,0.99951,0.00112,1.2217,-0.48,0.88,14.97,29847
2460642.038404,1.00144,0.00112,1.2240,3.22,0.20,13.91,34060
2460642.038914,1.00095,0.00113,1.2264,0.96,0.23,14.29,29084
2460642.039412,1.00251,0.00113,1.2288,-1.30,0.03,14.03,31064
2460642.039910,1.00102,0.00112,1.2312,0.46,0.10,13.54,36845
2460642.040409,0.99924,0.00113,1.2336,1.25,0.36,14.55,29270
2460642.040908,1.00038,0.00113,1.2361,2.39,0.03,13.82,34406
2460642.041407,0.99926,0.00113,1.2385,0.90,0.56,13.49,35578
2460642.041906,0.99860,0.00113,1.2410,-1.32,0.22,13.75,32221
2460642.042404,1.00280,0.00113,1.2435,0.32,-0.18,14.28,28505
2460642.042915,1.00017,0.00113,1.2461,1.02,0.38,14.26,30327
2460642.043413,1.00138,0.00113,1.2486,1.92,0.16,13.61,33185
2460642.043912,1.00125,0.00113,1.2512,0.51,0.32,13.43,37039
2460642.044410,1.00074,0.00113,1.2537,-0.24,-0.07,13.16,40709
2460642.044909,0.99783,0.00113,1.2564,-0.56,0.88,13.62,36563
2460642.045407,1.00048,0.00113,1.2590,2.85,0.27,14.38,31471
2460642.045917,1.00067,0.00113,1.2616,1.57,0.44,13.89,35013
2460642.046416,1.00211,0.00113,1.2643,0.31,0.09,13.74,36528
2460642.046914,1.00024,0.00113,1.2670,-0.59,0.05,13.50,37982
